826 2650
269 299 404
795 762 264
790 574 987
337 572 121
213 265 832
301 408 450
785 554 976
513 488 957
491 449 888
801 447 757
764 310 836
275 1 157
791 704 43
530 166 13
385 234 315
160 468 776
706 260 555
3 619 382
315 188 961
407 74 234
511 600 728
275 332 471
201 280 216
471 315 533
264 349 59
88 461 2
126 169 48
758 240 278
64 643 510
531 61 782
559 767 518
2 240 134
520 245 819
306 773 422
100 42 188
441 513 302
612 193 594
542 630 8
312 549 904
531 22 780
73 455 4
646 344 996
91 18 742
370 559 99
643 257 17
752 619 871
76 127 595
423 790 610
475 407 646
96 584 782
211 689 614
7 166 95
614 474 940
248 273 250
386 38 225
666 532 222
86 492 46
87 577 108
530 433 418
591 381 980
316 36 925
87 413 267
27 376 370
790 252 213
628 293 284
782 165 958
456 219 229
324 425 942
810 337 412
818 324 17
735 635 992
89 460 29
344 735 569
516 777 990
267 504 889
538 595 193
85 324 595
795 46 974
763 766 210
381 742 929
643 453 118
503 767 251
98 581 700
35 347 337
411 132 497
375 460 227
252 732 199
31 346 881
439 819 57
568 699 347
476 692 990
230 317 553
728 521 557
130 561 884
24 183 631
411 739 433
153 155 529
581 206 531
337 654 932
596 378 455
120 191 495
107 767 301
383 696 666
572 411 888
455 168 200
618 565 228
579 512 480
680 530 614
595 38 476
547 738 393
318 701 824
729 676 587
405 214 903
243 694 595
217 301 519
146 606 231
223 412 942
76 751 591
415 358 139
146 766 719
552 672 104
217 317 131
597 469 669
554 583 810
144 385 583
558 321 711
218 644 211
396 288 594
268 492 182
359 353 99
507 45 407
400 461 260
425 631 580
495 426 184
401 598 820
405 542 412
327 439 786
357 17 972
628 746 205
683 495 287
403 672 760
365 484 149
382 609 500
382 647 787
223 738 866
212 694 127
170 100 622
317 5 802
816 535 681
476 501 873
366 489 935
52 755 639
354 429 108
810 437 730
307 820 809
379 693 816
432 409 418
597 437 218
544 719 939
199 638 864
53 455 712
594 429 641
34 126 318
114 200 653
605 549 902
671 16 706
39 798 991
225 438 283
597 537 433
548 495 121
346 541 256
237 338 4
73 284 469
419 60 633
99 673 125
439 277 446
807 179 493
233 175 556
563 513 305
151 618 85
90 222 849
90 259 473
200 78 612
716 505 474
21 363 487
757 207 54
785 198 614
321 161 22
661 260 400
666 159 939
313 560 568
114 591 745
414 278 349
773 24 877
353 752 869
533 12 199
310 713 23
404 689 472
478 806 783
478 586 490
151 95 107
192 286 886
526 329 955
753 763 960
420 441 321
747 280 964
686 372 597
379 701 79
298 748 298
397 30 816
561 292 242
382 540 650
592 266 608
438 187 669
107 41 413
74 402 10
5 135 1
399 186 347
735 436 564
15 477 508
322 488 199
518 610 238
297 619 944
378 132 955
98 11 754
312 495 779
98 311 36
467 595 354
711 240 589
435 618 357
749 338 46
611 457 910
219 531 873
631 136 483
685 75 430
797 713 915
38 227 238
289 216 389
526 447 815
601 721 972
248 816 8
39 309 988
415 599 19
48 349 115
796 572 878
401 425 488
727 720 108
35 202 974
55 562 405
143 780 985
253 803 227
177 532 126
427 343 127
65 42 783
740 652 132
462 246 565
761 293 733
709 719 245
188 770 884
90 620 197
341 334 683
389 322 317
606 216 619
322 182 576
683 228 576
444 154 127
812 579 895
427 360 104
468 128 289
776 761 920
79 78 13
621 116 980
276 672 765
422 149 67
513 15 945
633 801 360
377 59 631
456 408 328
492 82 67
785 408 401
415 547 148
677 221 881
54 276 411
113 456 405
48 302 928
802 134 189
153 383 307
166 177 974
41 52 305
399 484 540
379 62 119
492 570 451
39 443 244
766 761 437
384 594 925
277 256 486
483 239 545
367 75 501
764 211 828
601 812 599
662 546 29
779 801 479
540 145 983
659 140 356
245 672 212
554 86 959
565 250 435
615 798 740
601 339 808
40 700 949
606 102 176
100 487 630
569 657 266
651 238 662
149 138 560
274 138 92
66 413 116
170 289 244
439 209 549
212 647 467
676 323 222
458 416 497
654 99 347
434 747 986
339 238 338
754 765 644
178 670 184
671 244 643
238 673 723
133 531 455
170 761 437
250 307 369
679 571 118
276 518 615
476 803 264
75 367 981
416 308 944
132 222 435
626 685 453
716 147 560
184 485 562
261 309 205
679 358 727
51 509 524
199 614 308
208 507 475
795 647 140
761 322 367
654 245 880
709 795 278
202 587 983
153 690 361
317 423 515
604 710 261
699 300 917
572 506 707
748 153 617
617 240 633
63 538 188
330 468 897
64 238 747
769 667 931
361 776 777
275 273 411
95 672 595
734 7 173
748 649 88
347 666 721
358 558 770
28 26 170
381 119 673
147 606 233
621 780 476
640 534 568
767 386 604
803 393 24
714 702 446
630 392 230
97 487 670
497 502 288
523 644 671
26 18 571
400 264 111
820 50 315
772 212 890
203 370 779
495 571 389
471 612 458
580 205 319
237 456 840
743 439 956
202 644 989
413 728 940
470 4 155
44 585 308
526 134 521
399 548 952
633 132 617
199 384 801
312 134 424
223 192 574
810 57 809
323 570 788
598 24 996
242 145 831
177 33 774
717 692 487
470 268 414
242 731 621
371 701 236
402 802 538
512 82 351
680 120 204
110 18 845
449 37 762
557 190 702
618 481 373
461 785 264
26 523 895
34 458 12
161 207 702
713 53 802
768 793 549
70 79 645
636 641 996
211 796 728
209 1 741
671 62 965
585 532 635
287 568 39
815 33 410
787 254 331
707 54 215
687 72 19
730 703 950
302 97 689
491 467 486
271 816 576
299 407 768
161 3 370
524 359 310
822 592 360
675 574 753
380 785 437
156 396 168
797 201 118
141 182 213
773 810 232
591 154 740
716 794 821
263 524 846
743 380 506
538 62 639
53 593 177
489 781 79
9 52 217
396 510 943
148 242 607
724 263 36
578 143 445
509 133 125
541 512 293
631 291 239
660 809 853
106 589 310
114 83 335
280 229 245
769 824 918
544 713 709
240 159 684
180 601 383
685 286 779
763 329 463
502 11 798
354 669 433
234 382 317
292 523 399
378 792 66
739 167 526
707 555 57
584 363 614
301 67 902
531 252 204
469 715 629
607 789 727
66 498 109
502 484 224
448 562 750
341 658 39
81 375 420
469 716 552
261 31 256
41 337 80
308 35 206
714 591 341
791 329 725
644 462 308
253 194 471
553 326 422
254 572 13
624 236 445
34 29 426
559 319 106
443 34 446
144 128 743
380 570 331
115 528 764
676 253 466
26 261 842
246 370 175
468 122 473
260 597 411
409 577 32
314 194 763
91 618 130
690 586 341
634 623 874
817 215 812
346 53 268
548 750 213
14 628 68
644 22 350
196 746 427
585 824 103
415 697 414
587 253 177
398 105 99
123 745 963
326 343 735
259 551 371
670 164 165
585 47 494
366 650 324
319 46 990
576 521 114
610 466 178
503 79 740
539 172 956
776 392 508
767 549 872
178 809 227
742 785 315
641 574 252
613 490 356
163 341 103
30 98 442
493 665 905
473 264 281
253 439 234
711 80 728
73 782 709
735 454 117
635 74 316
445 556 462
660 598 914
716 574 298
551 756 645
446 82 187
588 280 596
618 735 802
823 553 780
85 164 175
492 168 820
55 90 744
310 240 515
349 48 502
297 739 432
735 497 10
375 753 428
596 253 893
628 277 716
193 151 360
688 687 208
650 621 508
37 443 54
188 148 451
143 802 932
408 631 867
296 574 654
416 289 294
431 670 165
413 274 202
605 620 330
682 751 764
451 266 415
647 144 255
103 367 297
647 483 928
144 377 395
745 602 874
405 19 409
582 125 438
124 523 664
660 775 535
775 563 814
518 365 556
85 515 551
277 215 453
229 152 470
575 365 746
35 527 662
634 37 918
221 808 92
300 473 181
269 446 964
369 466 129
757 405 191
733 785 568
209 251 103
382 449 834
199 310 269
429 613 871
55 431 283
202 123 861
776 660 11
114 789 682
181 4 373
308 27 725
427 611 160
117 390 158
476 758 474
565 618 605
559 74 645
279 794 507
604 680 561
73 339 707
652 177 852
89 279 613
293 311 272
388 449 864
141 214 349
432 509 680
559 265 424
799 719 99
277 670 967
673 809 140
821 263 388
596 429 897
221 452 662
12 547 77
386 143 641
439 613 831
97 406 538
526 642 413
679 509 687
280 513 983
369 509 13
716 473 751
222 592 833
663 361 393
561 307 895
601 143 320
780 426 75
52 189 369
104 345 621
199 37 651
605 534 153
753 755 287
755 592 720
139 66 49
492 243 838
202 817 848
579 521 353
358 551 344
579 166 333
756 611 148
662 368 806
611 149 717
590 128 459
560 400 95
329 426 741
535 665 184
175 378 43
284 260 580
74 258 393
508 523 174
449 806 531
119 764 532
117 456 85
91 348 561
770 615 244
278 654 130
650 118 999
587 224 972
779 304 917
407 799 900
326 656 229
319 332 39
419 331 271
643 787 239
578 563 150
265 440 402
66 19 602
253 797 584
455 313 260
615 270 149
321 727 526
146 585 94
606 696 476
717 550 74
819 497 760
558 749 352
55 619 217
58 213 760
627 555 648
33 49 385
368 547 135
793 308 354
431 716 419
743 521 682
216 5 593
88 43 38
603 454 308
429 570 790
734 745 858
56 387 529
773 256 695
249 429 738
218 52 535
608 788 395
305 662 210
187 384 413
777 234 322
704 424 705
622 63 724
773 120 465
242 283 402
169 254 894
728 221 818
342 317 307
220 768 568
614 241 832
102 247 486
706 171 724
769 161 10
594 242 79
479 132 455
262 422 122
690 90 944
243 161 121
194 764 108
480 251 697
610 672 15
178 609 820
252 450 330
121 680 885
14 787 445
591 34 870
815 42 953
138 761 274
787 31 590
6 173 828
485 690 517
168 566 106
714 669 652
29 412 204
667 663 246
356 48 531
567 301 727
656 24 905
360 810 349
178 102 652
250 336 358
85 82 329
708 137 104
397 582 575
431 158 626
279 600 11
392 446 713
481 739 252
797 393 357
494 428 816
818 13 962
769 255 436
543 747 977
451 344 75
501 586 118
227 142 624
291 57 796
105 19 54
111 758 819
571 743 629
78 405 317
696 150 567
157 227 231
194 565 921
188 67 650
548 408 409
168 422 902
446 74 477
397 6 165
462 395 796
645 436 901
218 667 329
154 800 9
473 519 793
81 765 747
359 69 764
546 372 47
526 725 667
34 83 952
773 281 854
33 393 463
281 580 195
366 523 660
33 576 89
754 810 555
358 499 711
453 662 845
48 308 649
672 187 39
748 62 832
478 139 870
729 673 329
729 403 468
734 715 878
530 486 606
254 774 83
324 553 523
316 479 158
41 280 832
249 656 916
38 554 626
207 315 100
665 11 512
825 120 345
738 565 939
382 750 685
674 157 640
495 306 502
501 96 625
745 690 686
777 579 10
698 354 607
50 353 237
723 577 478
447 729 324
807 232 105
743 173 701
100 558 411
563 604 310
795 27 886
383 390 296
444 8 757
528 450 313
387 116 330
747 580 441
756 803 542
383 746 120
231 766 329
452 334 899
212 769 532
624 33 27
213 223 825
820 682 411
515 639 9
630 144 706
409 241 237
555 356 989
658 316 729
261 585 238
271 388 646
253 644 926
58 170 960
237 681 143
218 212 220
432 603 838
469 297 664
193 159 790
154 564 603
666 124 182
502 596 269
404 188 141
577 772 258
363 159 998
797 730 293
212 591 444
413 813 161
200 126 547
281 347 388
382 345 459
581 74 97
798 808 679
131 434 707
583 311 408
435 527 146
603 578 195
418 800 877
795 296 151
403 578 625
815 308 319
490 776 859
552 22 853
121 231 260
728 775 531
59 552 808
323 427 443
735 512 957
290 369 894
733 282 387
591 703 804
256 509 627
362 614 698
260 229 874
65 71 35
474 104 571
481 344 233
759 584 109
378 93 981
321 216 692
826 425 474
457 238 407
220 308 21
650 78 878
116 639 586
582 125 769
60 592 791
679 550 114
153 380 673
341 493 481
439 393 387
356 557 164
569 36 501
272 684 690
194 598 175
100 694 174
726 167 625
134 635 340
37 244 553
595 388 692
303 403 747
77 109 925
528 380 153
25 543 352
510 68 967
142 149 534
741 580 581
807 42 788
4 439 503
72 624 741
248 195 391
765 401 389
691 210 303
134 651 420
495 757 269
427 737 462
556 106 594
429 437 467
377 484 206
635 14 400
527 102 975
615 481 799
688 762 772
168 273 988
759 468 914
659 278 848
728 553 931
117 455 760
469 702 162
652 353 500
394 104 309
218 405 598
437 310 905
764 712 76
378 37 118
109 96 788
516 746 872
342 687 123
188 467 851
85 23 532
268 667 47
150 402 215
298 437 853
763 460 266
826 186 862
225 254 320
415 387 396
502 290 887
729 424 386
334 675 831
85 133 844
244 108 693
423 480 779
764 699 421
731 172 939
253 585 120
409 260 513
739 683 213
8 156 175
525 333 195
609 704 57
423 544 264
440 614 167
96 756 467
770 351 541
504 608 639
699 587 527
534 751 961
541 288 477
3 686 159
744 204 658
697 188 675
772 293 786
630 264 543
376 232 210
324 791 97
413 743 349
455 482 687
529 515 812
817 111 993
115 805 906
332 591 742
117 593 722
437 663 606
38 544 578
569 161 456
108 695 714
317 92 685
102 765 776
500 34 832
742 532 433
704 618 344
619 72 918
208 556 305
119 144 169
276 37 68
792 617 971
743 105 269
18 730 846
725 259 827
151 502 634
774 813 418
583 144 910
112 86 317
330 325 876
672 746 866
666 662 30
236 456 293
541 405 820
633 432 848
196 452 719
653 658 699
798 249 576
310 123 822
299 724 945
390 729 374
682 581 514
583 240 693
819 719 202
428 460 963
18 155 997
193 274 995
281 814 503
625 557 258
52 531 691
513 374 189
225 646 212
143 304 169
142 212 353
786 641 661
529 289 853
213 262 721
453 795 451
297 750 611
204 153 864
653 116 561
155 183 765
776 89 366
459 164 859
667 424 524
389 737 246
83 456 882
20 692 153
736 536 151
173 5 406
782 654 225
481 564 543
5 252 274
489 630 587
230 782 785
91 649 1
818 120 560
166 127 629
659 399 167
473 759 860
350 691 404
90 804 618
611 4 855
803 753 837
306 480 236
171 716 57
55 685 91
132 115 934
535 289 810
630 640 653
400 182 957
678 155 190
390 825 481
84 495 379
313 364 422
530 466 201
37 572 925
514 819 825
5 262 667
372 301 411
537 87 421
441 779 159
665 345 301
247 132 885
458 359 251
195 826 649
736 92 9
651 112 154
771 614 147
773 424 418
604 812 857
156 231 119
263 277 954
26 418 157
323 529 906
641 235 305
715 636 11
212 488 918
252 165 290
419 283 590
448 32 505
156 377 912
360 616 141
411 454 6
493 526 537
492 61 815
156 595 496
757 520 455
441 96 72
563 654 929
514 530 304
72 708 208
261 679 894
484 684 737
435 541 83
726 200 552
122 26 188
562 654 531
614 695 3
610 613 794
531 512 304
619 110 904
230 468 440
18 262 438
507 57 62
76 363 781
394 91 958
769 650 686
479 720 23
577 551 321
705 780 480
412 329 857
379 248 708
282 657 49
233 560 892
770 679 153
744 300 845
452 583 745
229 756 853
455 413 547
661 203 417
530 49 488
769 106 592
557 825 625
560 558 407
52 211 399
300 111 746
138 436 773
534 357 491
542 130 279
79 363 510
481 803 677
676 155 407
400 565 688
426 345 272
158 740 228
71 232 441
363 797 657
229 407 543
290 482 549
787 804 897
633 793 909
91 601 666
159 227 504
122 771 845
203 445 361
806 267 264
496 469 643
716 446 181
283 163 331
211 396 641
47 93 322
529 650 275
515 85 252
70 823 681
680 143 354
269 603 98
512 370 671
135 726 103
197 339 897
640 123 913
130 245 481
343 317 75
292 243 163
674 819 655
799 721 674
629 208 368
546 356 628
746 378 443
762 768 564
166 101 310
637 682 383
292 741 268
345 339 877
155 358 225
544 225 355
706 342 73
362 195 120
341 304 373
105 556 979
764 280 392
566 161 517
8 478 949
57 603 259
109 399 520
624 350 70
708 1 110
86 207 333
791 516 941
199 526 622
224 730 649
294 20 706
822 512 216
654 398 305
447 483 74
282 679 342
427 303 952
63 556 323
394 51 964
545 314 743
143 510 617
793 639 282
148 417 939
201 457 260
421 35 861
316 559 754
466 151 93
577 815 399
413 594 166
315 329 535
128 34 738
32 612 550
692 645 452
34 405 602
470 435 875
475 255 319
575 135 634
74 180 148
754 258 416
716 212 116
148 122 57
26 394 206
668 826 307
495 127 734
531 141 72
467 682 994
739 88 520
665 31 574
657 723 731
112 86 459
183 567 946
189 773 875
533 58 987
319 630 508
816 612 287
593 508 691
579 538 573
480 623 296
126 27 740
77 413 989
783 547 324
332 306 341
321 386 679
302 55 946
383 591 274
699 651 817
20 483 778
213 565 576
819 174 390
427 186 893
267 396 368
279 607 824
807 510 12
399 106 363
614 307 169
85 611 443
146 750 240
679 47 379
229 388 268
67 184 260
679 262 224
156 125 399
419 597 245
154 782 266
413 285 85
44 226 527
467 143 647
240 713 113
454 349 766
241 366 759
780 575 137
821 196 156
710 230 471
826 562 290
745 821 55
294 69 919
310 618 95
473 533 546
382 607 501
448 757 706
140 150 828
566 500 636
522 445 501
12 78 316
694 580 548
500 825 508
260 620 544
266 543 884
704 773 397
420 579 334
405 825 987
725 68 283
756 2 21
446 453 321
672 251 17
253 656 452
571 386 961
246 563 437
754 488 336
545 422 869
61 649 576
48 760 351
343 603 564
751 749 481
283 367 504
585 453 823
541 130 498
156 59 887
747 653 478
338 465 170
591 365 654
398 564 315
133 5 379
413 9 989
20 748 449
591 326 919
211 749 807
483 771 786
82 572 891
685 146 356
477 811 520
229 88 313
821 704 963
721 37 311
89 111 452
33 574 831
458 781 324
400 673 870
177 441 954
690 49 739
398 646 839
198 357 823
396 636 927
444 632 989
714 745 397
709 664 323
687 133 190
272 52 173
434 354 368
34 370 677
9 442 29
276 12 323
744 111 343
300 812 47
333 338 976
555 48 450
132 260 375
265 88 954
563 284 744
366 810 618
205 810 545
134 319 199
7 44 879
1 280 18
820 606 182
427 206 709
185 387 318
575 99 424
303 803 277
741 289 658
36 200 152
519 28 433
425 714 58
816 588 683
214 795 26
83 331 145
20 423 708
156 83 370
80 670 639
274 591 664
209 204 672
710 771 700
691 409 930
609 355 103
759 510 494
86 370 189
321 216 271
193 285 638
167 19 590
211 110 313
693 492 848
220 449 676
168 119 271
692 711 674
231 308 916
35 825 807
341 64 653
562 668 664
134 565 280
536 784 642
196 323 13
207 260 969
71 755 424
746 1 459
173 231 988
210 693 424
260 66 274
81 661 115
711 45 538
216 594 765
568 260 43
471 388 406
442 147 953
298 45 897
158 571 474
458 698 139
403 157 478
243 538 240
781 674 317
665 804 722
282 443 401
569 486 230
773 561 28
316 736 113
798 414 739
340 49 916
336 39 841
339 328 290
603 542 185
127 336 532
382 336 678
824 608 679
717 600 889
270 605 200
223 643 56
330 613 220
297 80 424
713 610 498
810 246 961
455 203 918
377 785 281
41 737 487
629 68 367
286 502 515
341 152 137
37 129 59
373 800 771
589 757 585
637 189 954
720 606 412
616 368 15
638 779 429
626 247 196
151 512 175
353 715 581
390 163 521
418 407 757
540 618 951
799 460 369
764 664 819
317 200 49
470 394 241
733 160 850
345 402 41
86 721 60
555 422 28
358 792 472
359 429 666
392 218 257
574 805 260
444 240 187
296 51 241
363 4 349
789 766 567
571 289 769
275 158 245
290 5 272
432 358 730
63 299 457
37 216 429
662 586 672
268 702 695
748 660 389
741 67 285
502 708 53
262 611 823
767 216 234
439 685 395
329 222 654
724 60 999
338 664 592
185 280 693
99 549 69
326 200 796
302 285 951
344 563 645
791 61 51
497 823 322
389 24 580
723 187 120
310 119 261
272 223 778
676 550 537
809 201 834
110 719 686
453 73 897
549 37 859
594 467 387
705 294 193
253 147 266
240 245 800
96 762 82
666 341 328
622 350 429
483 226 512
740 49 453
76 576 227
806 375 17
263 502 1000
633 130 80
182 611 676
425 815 501
427 236 412
465 410 811
61 144 133
84 221 145
481 420 512
781 416 610
264 806 691
265 473 235
765 795 970
750 687 697
464 23 675
813 732 194
420 16 927
22 552 683
489 549 947
805 413 241
175 549 188
748 96 701
257 210 26
157 614 145
170 218 155
714 815 767
498 464 974
604 91 684
515 617 968
281 179 409
31 461 243
277 484 688
583 813 422
131 771 806
564 818 539
139 748 401
484 537 159
382 137 720
293 164 612
132 739 70
301 365 149
18 650 234
761 45 851
616 453 481
646 180 343
529 527 908
540 317 752
138 75 531
368 232 815
160 74 661
281 753 428
655 133 669
83 664 955
585 173 21
513 659 289
144 760 151
253 271 315
116 757 523
600 44 98
679 72 58
489 368 186
482 472 439
813 472 671
436 725 46
581 152 930
561 698 137
197 164 221
339 113 385
709 548 138
673 51 344
759 134 840
679 150 273
197 2 573
9 267 281
548 528 673
717 750 954
151 214 539
629 708 394
655 438 233
706 225 856
807 433 243
101 38 935
537 648 100
652 499 644
705 634 625
396 718 702
565 228 630
246 511 767
494 542 217
657 715 85
573 274 8
227 258 963
205 106 447
188 216 791
713 762 289
407 533 119
336 227 447
459 104 753
685 681 488
99 762 383
790 448 42
605 687 101
29 81 848
563 716 727
495 751 582
622 193 995
190 592 167
241 155 162
248 39 389
106 724 91
291 101 940
336 6 821
732 244 211
819 507 810
535 475 333
38 814 401
428 451 121
659 20 16
522 386 269
554 662 928
31 220 976
429 246 781
343 663 453
604 438 16
786 739 865
524 123 325
444 161 612
565 373 554
22 242 453
614 787 129
733 819 935
185 675 382
438 730 530
145 437 330
381 274 95
763 415 15
355 320 97
657 780 542
765 806 119
19 177 715
178 52 924
272 496 903
275 139 702
403 749 910
247 298 935
186 619 974
266 602 242
573 762 458
751 583 596
48 10 978
740 743 28
798 644 106
27 98 337
418 332 323
247 225 940
96 761 634
246 241 475
285 50 947
762 721 816
102 48 194
162 684 671
546 579 143
628 690 861
93 524 194
138 460 202
698 807 10
315 222 591
132 524 98
213 313 753
168 550 47
789 751 79
395 742 648
433 267 765
628 230 424
236 637 319
521 252 548
510 674 937
325 104 131
352 153 324
747 419 178
371 692 66
442 786 200
348 124 518
163 147 577
580 303 717
388 64 541
391 645 427
510 36 525
20 454 878
163 122 618
481 226 284
169 576 464
817 99 781
733 158 33
501 739 840
90 614 704
134 500 963
341 525 954
708 682 901
806 525 825
396 134 253
153 516 476
489 432 371
812 85 429
53 783 564
714 339 293
265 741 653
359 196 955
388 376 287
249 756 806
16 571 673
43 672 834
566 162 822
379 209 986
632 42 971
484 593 170
256 665 585
328 156 1000
59 279 711
70 606 285
312 72 156
277 822 706
78 394 777
265 713 970
824 68 578
216 363 382
607 538 681
10 452 605
108 63 492
560 245 897
594 739 952
291 248 627
99 475 827
202 583 498
357 104 585
542 571 645
253 710 976
579 241 417
182 572 384
432 197 675
142 15 218
524 662 452
210 38 549
344 520 78
10 570 549
249 124 447
504 69 311
559 413 67
413 554 61
208 85 988
465 153 486
752 231 928
26 365 455
814 578 639
367 462 925
774 133 816
665 118 382
196 337 875
267 691 399
774 601 354
246 483 892
32 168 660
323 661 417
284 191 168
504 388 435
412 491 947
787 280 999
437 119 180
823 320 963
460 786 934
711 653 461
304 216 422
373 347 427
211 820 225
89 815 81
640 143 462
509 384 757
108 557 413
681 755 45
720 598 548
601 212 248
307 244 145
669 359 475
255 145 542
362 115 157
700 740 249
690 549 288
660 462 568
196 799 673
143 681 271
789 775 653
167 454 218
306 822 830
50 506 51
632 97 528
111 38 645
34 688 286
507 409 433
679 448 244
175 265 317
278 50 638
690 736 573
488 147 698
356 741 496
374 568 474
329 592 786
155 430 241
406 268 155
131 409 498
585 437 532
117 635 132
309 400 219
639 480 637
798 6 189
66 478 274
420 22 867
277 461 921
702 685 601
358 473 334
593 201 416
465 22 755
228 540 995
331 794 190
391 7 432
653 568 140
89 555 319
145 275 705
503 546 366
605 391 37
275 116 53
137 802 992
634 787 67
149 280 271
584 146 432
753 156 57
61 327 10
27 253 442
703 290 421
78 465 788
599 697 462
344 391 754
810 791 778
451 696 760
766 590 357
812 341 588
706 273 701
154 143 601
541 619 615
170 36 778
576 731 746
213 308 15
480 448 339
276 429 394
426 505 763
55 585 680
764 669 632
460 526 938
282 570 297
315 622 111
626 814 673
675 317 722
342 335 407
640 784 28
821 220 733
488 694 59
787 359 518
26 618 208
377 674 941
547 167 679
586 53 651
822 682 593
472 694 819
629 506 33
624 95 754
673 414 147
186 591 950
449 262 640
647 264 613
444 416 451
146 99 355
77 207 706
509 125 387
811 205 684
414 32 493
532 631 51
333 531 132
519 796 373
555 389 791
402 469 565
48 493 710
805 681 381
781 500 165
689 242 393
217 434 237
52 495 161
315 288 278
310 2 434
399 438 190
148 102 106
429 21 703
286 3 669
516 732 974
274 672 418
167 416 743
152 747 559
367 248 544
