17
985 960
278 545 -380
182 480 -390
263 35 476
821 668 507
646 640 511
841 518 -183
848 432 -653
292 518 -924
656 715 -141
343 123 -374
760 719 878
824 877 396
23 868 383
266 326 -342
843 357 615
385 913 -840
441 16 -527
616 245 -638
63 445 414
881 485 -294
3 683 903
247 58 757
402 730 501
878 591 -994
14 605 -433
797 190 -742
371 865 670
356 81 -644
432 449 -1
177 516 533
433 647 633
757 391 -771
610 788 -729
217 509 -692
457 800 -151
735 847 -817
198 581 435
204 311 329
887 697 -237
911 276 -665
316 529 -423
345 253 -306
821 563 338
875 111 -262
681 726 -551
825 66 912
861 895 922
558 657 -258
613 176 -9
597 294 223
508 611 472
404 676 -430
557 735 -997
424 107 723
302 813 102
261 782 471
879 655 488
368 209 368
362 765 101
299 89 953
406 410 831
459 470 154
591 886 799
913 232 -368
881 416 303
640 872 988
638 884 -716
793 146 664
851 388 365
634 684 -353
848 124 968
230 535 -119
501 555 279
411 660 861
530 532 207
632 671 -601
287 772 -700
214 396 380
109 206 -800
20 864 -508
784 680 -870
808 151 345
355 361 -781
474 113 397
69 523 -302
325 87 -376
435 147 447
640 471 628
43 273 966
351 552 -540
754 639 838
660 398 409
434 595 -872
797 904 -540
433 783 -197
714 488 -893
50 339 793
326 310 -729
140 261 7
435 85 -507
298 163 793
603 631 -527
753 140 154
803 772 -88
416 722 714
823 879 779
586 237 -286
838 897 249
903 333 -631
655 788 -670
485 105 -700
256 189 516
558 145 487
15 371 470
572 187 -18
759 857 258
165 660 -643
544 283 -324
158 905 -479
412 31 -160
527 808 -635
470 24 -399
265 379 -744
130 610 -799
54 238 -478
846 507 -32
518 116 66
459 77 341
390 71 -856
773 50 -698
68 494 137
334 310 767
122 354 613
870 378 -672
419 812 79
687 726 -801
90 438 148
325 455 -410
494 355 55
133 9 531
725 733 922
635 491 -313
454 739 968
535 39 -162
632 8 658
869 583 -430
128 842 866
414 315 466
810 637 514
43 537 576
179 154 97
388 495 218
717 536 889
171 916 -631
536 700 305
309 36 109
253 697 179
339 288 125
887 716 756
212 613 656
305 306 -631
166 537 -71
438 748 -692
418 724 -85
176 360 -589
286 890 660
486 914 -506
308 290 554
221 223 -177
564 616 256
114 371 -772
713 221 961
72 650 -230
209 309 -388
141 162 -765
778 55 -636
712 421 792
580 62 -352
346 413 450
27 914 -537
915 195 -790
442 739 425
694 713 -635
175 39 276
153 571 -794
264 286 302
50 729 892
433 646 290
147 238 -570
183 852 -274
228 161 697
669 1 393
140 590 266
911 142 -893
262 90 -572
317 770 668
448 7 461
402 523 634
574 393 561
701 44 -718
658 858 68
319 80 872
386 271 616
76 426 533
536 616 -631
709 32 431
623 487 -914
572 244 414
512 354 537
783 666 -14
916 860 -954
313 133 845
847 559 241
577 333 -127
853 809 -970
411 232 23
759 385 14
144 784 116
342 585 232
761 229 -611
846 654 -911
791 56 -97
337 179 837
860 877 -615
752 537 766
369 393 -82
235 543 -794
837 774 -598
502 428 218
234 657 -67
795 447 322
117 46 38
624 87 82
857 221 -704
26 749 769
512 41 -886
633 722 608
635 156 851
37 783 -140
115 292 -971
476 265 -372
165 584 449
414 717 843
540 94 376
754 46 577
700 872 -662
707 487 340
239 910 402
854 386 -166
246 908 -537
129 870 917
508 213 -568
524 649 -396
453 487 396
401 583 -383
331 167 738
605 114 -328
233 208 -793
61 681 -249
1 542 -38
580 244 -747
456 146 -498
335 142 382
564 854 -365
322 745 97
635 238 -670
823 189 -221
315 107 834
204 612 881
495 168 -589
240 228 909
821 486 269
894 700 -887
385 85 -273
181 770 -581
483 453 -3
886 486 926
250 258 905
20 765 -457
456 656 -359
502 894 391
901 531 -856
148 214 -856
894 90 -224
155 88 329
859 163 -102
882 28 -965
206 811 -768
609 201 -610
195 297 730
126 844 -295
683 549 149
522 773 449
155 169 85
279 772 457
459 307 -858
814 129 -540
321 884 -356
812 449 583
431 82 273
542 491 -741
676 187 -876
670 320 -913
387 390 -800
86 546 458
865 826 261
614 465 230
270 100 -3
819 651 -250
781 778 42
799 900 -740
591 579 998
575 896 -689
370 215 -512
504 508 237
393 535 -882
349 306 -953
532 354 663
663 475 792
360 702 218
121 480 -207
18 199 114
860 447 -109
205 544 465
690 513 650
750 572 479
102 484 356
601 641 20
422 864 291
133 544 -194
828 371 -671
850 693 42
192 573 -616
90 287 -188
612 575 345
157 609 -715
774 281 289
629 834 -231
277 870 -876
270 121 -564
302 304 790
646 648 -924
643 863 444
176 35 -725
252 816 36
673 10 -778
897 156 -37
116 334 621
52 575 840
54 309 -708
97 571 399
630 832 551
463 685 -154
904 721 -867
183 671 83
791 366 296
201 15 60
356 361 624
668 152 872
826 375 -588
746 314 -546
784 699 -21
681 320 18
76 194 554
67 448 -130
512 323 879
366 860 -511
476 654 434
288 84 -774
680 839 471
467 914 -684
209 242 600
517 579 -428
651 48 726
869 268 -209
208 736 91
71 348 -637
630 585 440
571 310 560
476 373 464
815 307 -866
136 7 926
705 317 -111
220 358 -277
748 22 137
338 550 153
63 537 -498
126 24 168
770 634 651
462 211 -353
783 445 662
406 357 -582
607 114 -563
862 434 -35
650 139 187
833 455 -235
571 491 -172
818 183 683
215 417 -624
141 687 985
192 552 -46
807 571 -308
369 19 77
757 165 -25
5 188 695
545 887 -53
858 103 -262
625 28 1
64 558 -431
386 765 625
49 300 -296
669 19 304
561 134 -911
401 323 -52
387 569 -843
319 740 624
723 314 -947
598 262 334
593 609 997
623 628 483
28 679 320
902 43 -819
521 498 555
206 451 -982
297 512 66
526 248 798
24 188 357
24 100 246
825 353 -126
295 622 904
386 10 -981
792 673 415
191 890 -200
24 908 198
174 74 -814
846 913 704
892 876 -106
593 190 833
392 641 -283
791 242 653
49 203 846
788 23 -44
339 132 432
28 703 651
541 614 -561
610 269 956
312 730 -747
682 116 -518
310 571 -899
392 448 395
824 107 -157
258 819 476
323 832 -454
603 883 394
679 73 -82
790 497 430
373 371 340
197 854 -834
535 49 -296
127 373 -946
270 488 577
540 564 -216
538 476 719
502 204 -35
345 556 -192
653 84 -399
603 239 471
58 812 -546
509 177 110
783 689 -615
340 915 78
128 580 -179
333 788 -502
794 199 20
734 876 974
498 767 26
68 322 -213
865 520 -906
444 592 -296
679 409 441
80 371 -613
820 322 -115
326 287 -738
134 703 -398
554 555 -392
197 326 149
851 81 216
777 143 -235
705 251 -822
482 197 192
514 296 -803
659 33 666
195 375 808
300 542 888
410 165 818
503 609 661
710 261 -763
301 612 -308
549 538 -66
193 243 32
183 95 -673
278 835 973
113 126 919
294 896 -951
152 770 -807
199 640 799
492 360 654
887 86 359
722 487 -447
402 868 361
847 455 -954
251 223 -448
672 140 -590
263 272 701
636 694 -504
864 85 -812
600 382 -894
545 310 458
382 823 -311
752 515 257
715 426 -325
821 368 184
533 74 169
526 602 -316
911 879 -861
640 873 -683
423 653 -403
380 360 -846
168 576 -423
440 281 960
785 228 108
192 194 -997
721 519 596
177 889 -369
838 727 710
656 261 639
90 780 -841
846 102 407
653 872 -44
805 537 -12
81 641 -567
150 893 -463
113 85 823
16 746 889
193 462 -485
605 885 -561
559 128 992
437 408 411
431 584 222
620 77 -455
234 467 -156
450 816 -630
537 382 -967
61 501 965
79 410 575
598 901 374
394 349 748
527 76 693
723 124 -628
581 845 7
900 19 -150
861 733 -496
215 826 -56
385 548 -203
903 800 657
820 646 -792
156 799 655
722 597 186
88 150 -127
89 13 -735
832 607 -596
764 727 -117
726 201 -368
644 139 -524
385 219 -479
743 152 279
608 741 -787
311 200 889
27 407 278
626 67 -894
837 210 -856
32 773 911
883 734 372
195 273 740
669 601 -367
408 678 -674
393 48 459
527 348 921
438 332 -381
706 268 -506
215 279 903
3 13 -8
568 598 -412
579 296 764
648 880 -156
576 266 -785
630 753 -823
592 748 562
632 62 -823
826 625 -780
624 867 -200
66 62 -897
764 308 -510
728 723 -143
911 404 330
107 12 618
160 719 281
192 587 824
222 594 -316
90 41 551
70 685 566
170 120 2
873 536 134
129 329 665
439 758 -875
150 19 869
374 164 985
583 170 -707
650 731 331
663 494 -489
538 283 -609
294 530 -791
1 104 61
870 345 751
499 329 -612
703 857 185
292 708 592
228 681 664
572 340 146
121 69 946
57 150 -915
107 183 167
585 483 718
496 770 -93
479 911 -524
593 244 -137
432 506 -264
161 376 88
476 121 715
898 766 -519
26 883 336
746 248 406
667 553 877
567 159 -8
203 648 -427
783 578 495
200 379 -949
605 557 -199
444 910 779
560 741 -319
450 883 894
65 625 323
707 536 632
290 666 782
382 679 -315
439 804 -750
864 559 -530
626 120 186
14 187 238
664 363 487
90 312 756
300 294 -199
293 876 415
94 678 651
510 357 25
460 522 -671
394 58 -768
742 677 -341
760 196 -672
425 872 -608
503 323 -644
584 438 -851
641 260 -362
788 226 833
216 632 716
147 661 -387
428 863 798
778 543 571
299 824 -40
147 454 -503
374 209 316
449 886 -137
151 571 -287
837 678 -462
659 316 -347
491 12 676
486 229 -775
445 585 -677
70 188 -15
835 64 92
761 244 -427
698 452 630
347 353 -785
213 197 286
590 592 693
398 866 922
167 886 696
130 404 217
597 708 -455
249 529 -161
538 557 47
254 459 -821
539 168 -328
672 908 76
827 488 -186
423 920 409
197 127 640
427 577 293
205 822 -852
751 348 -477
766 745 -312
617 710 -227
396 870 569
667 643 774
702 452 73
264 680 -290
821 163 322
675 554 821
28 52 -427
546 671 554
653 381 -367
243 647 315
131 264 973
190 552 53
598 523 113
478 173 -636
79 567 889
674 672 498
329 271 147
728 83 -874
454 192 -688
271 260 -975
251 497 -928
93 668 732
709 88 637
917 306 53
818 786 -389
844 815 -961
854 675 554
633 115 959
188 898 -72
478 284 -319
346 334 697
850 681 265
523 129 -262
547 159 86
196 498 663
174 37 749
533 579 323
407 791 494
489 736 -420
516 853 933
565 619 514
459 599 716
37 409 437
328 397 147
743 706 116
715 115 -844
799 151 -587
821 58 837
248 548 339
641 899 121
110 489 -506
761 108 -947
778 120 -845
683 911 478
861 494 29
286 469 445
905 80 515
864 28 -717
387 408 -737
360 342 -21
605 578 457
240 12 431
661 88 397
589 437 515
541 108 -829
532 655 -91
532 165 973
110 555 -744
632 233 -522
387 752 -299
59 398 -187
554 119 44
124 606 -278
113 375 591
336 687 -531
182 287 -378
417 323 398
85 6 -32
7 815 830
506 423 -978
779 27 -419
804 483 11
379 777 -387
904 175 359
157 345 -827
162 615 844
49 91 -498
366 878 -1
122 310 816
919 323 -677
561 54 -905
217 865 744
74 606 -25
871 590 270
187 153 700
11 129 125
449 370 -295
283 473 -535
901 877 33
780 223 -517
691 180 -589
452 315 809
831 23 -83
227 215 -860
899 851 176
327 539 218
65 746 -828
385 728 -512
652 651 831
620 779 342
206 262 276
859 688 790
508 793 -324
44 610 206
828 905 -91
527 620 400
774 792 -918
726 837 -924
155 268 -973
443 473 657
374 93 643
548 834 345
79 632 127
173 385 851
458 47 71
142 215 316
44 350 602
544 281 528
245 24 905
10 27 -243
434 133 419
806 458 540
25 894 -660
488 281 482
572 312 163
790 590 -564
789 880 -779
906 239 514
525 146 573
568 201 224
890 331 -511
512 79 712
302 520 -247
705 31 260
860 595 -144
406 777 433
695 891 287
76 691 655
181 151 -465
764 747 -160
805 539 -682
194 216 -251
631 198 -467
647 15 111
393 132 -541
25 363 253
835 271 524
594 558 -89
741 83 -807
711 478 -49
24 877 -809
245 34 -233
471 756 697
726 361 653
289 642 -658
360 536 218
371 531 545
779 879 -693
684 736 995
552 104 -718
744 667 181
97 318 335
829 893
61 248 652
811 207 514
686 478 -898
61 65 -828
744 510 -569
718 165 -133
320 801 -605
392 373 -122
801 732 -46
354 527 -249
397 213 -484
547 145 -343
20 584 -632
812 575 659
826 243 327
438 166 -583
489 242 302
382 115 -516
335 465 -960
224 773 -122
685 816 950
651 157 -450
385 442 -124
282 724 -45
800 374 804
222 55 922
785 684 515
464 475 161
822 720 -541
827 798 -706
808 119 962
794 225 -785
401 10 -52
69 721 67
401 60 576
597 208 -149
30 181 -545
297 79 459
275 456 125
95 136 173
813 112 -762
402 775 -301
51 408 -561
485 599 -463
521 307 -474
147 120 178
38 40 268
773 103 -773
320 164 417
549 403 481
102 123 -532
762 678 316
222 107 -222
628 265 285
18 553 329
331 477 -239
575 186 252
184 632 -200
98 32 707
676 821 604
797 736 -792
157 791 485
121 381 829
57 261 -712
353 637 -585
561 29 437
127 378 -279
810 148 667
128 428 619
616 586 566
436 346 655
724 479 83
34 143 0
414 656 -138
597 31 -905
131 63 -194
391 684 -806
400 344 -578
262 750 -932
371 220 -223
464 508 -799
19 181 810
115 403 -31
611 327 -85
660 812 18
620 411 746
662 187 -205
814 181 862
14 209 -403
192 761 -611
304 83 -591
245 760 329
731 39 -344
763 602 225
188 61 657
264 412 179
131 45 436
575 350 503
505 517 764
218 613 -366
718 30 -973
648 719 -718
706 245 313
370 50 922
718 494 70
717 505 -95
416 587 -726
448 228 453
409 33 -718
399 158 -645
634 417 -951
509 733 -468
682 805 -560
311 177 -847
583 391 -471
544 717 -751
79 493 -277
291 415 -169
574 2 727
354 370 -18
486 307 -639
70 212 922
531 9 -373
645 13 -957
592 420 -239
540 324 264
680 241 454
478 611 -83
178 37 419
175 654 -102
676 430 734
658 620 416
435 162 979
120 196 -405
189 362 -942
1 255 -837
611 398 844
782 775 -173
248 698 439
181 650 149
727 441 -917
725 163 812
387 693 -962
104 40 -626
134 485 -455
719 78 230
513 561 442
668 568 -183
52 573 -633
524 214 575
171 752 972
36 701 -643
123 573 801
406 541 -769
129 764 513
647 276 -620
697 493 935
368 566 21
169 117 554
556 810 -781
454 326 697
309 739 -604
223 134 99
748 632 -597
509 78 -897
129 626 -592
471 166 440
135 510 989
757 117 148
330 141 -570
375 557 999
785 460 857
752 136 -567
360 17 -515
526 427 -635
125 689 -979
397 779 -437
653 496 -811
193 579 -823
136 248 491
546 243 597
636 591 -166
32 266 -978
704 399 -288
700 807 471
184 457 -202
116 185 -895
246 63 993
449 279 -457
122 586 -312
70 788 87
388 214 -448
505 97 -365
359 235 -478
382 291 478
452 467 442
363 401 916
765 189 336
637 259 979
426 327 835
814 679 -382
176 226 489
