19
981 1802
239 419 364
461 464 494
202 773 624
629 932 978
739 293 212
280 284 694
704 849 29
892 65 891
147 200 9
896 340 355
61 200 790
466 228 690
11 719 951
370 201 431
944 197 876
376 723 140
775 207 900
921 435 533
927 347 165
826 686 835
907 16 435
298 975 445
99 383 151
452 423 579
643 865 400
741 630 581
317 528 735
197 384 142
759 283 359
109 91 340
964 861 323
427 169 716
746 811 995
849 157 33
149 355 792
300 110 369
690 491 489
269 779 561
515 815 644
768 905 300
969 436 162
848 723 529
548 374 346
695 744 129
802 297 154
950 145 152
222 166 116
634 243 698
946 523 802
603 622 917
692 864 211
105 714 130
575 331 591
592 31 85
35 801 329
688 215 854
340 960 293
832 845 862
177 636 723
636 224 871
883 91 998
536 189 554
195 852 182
235 344 617
273 594 955
573 528 632
444 382 595
408 894 698
621 295 98
26 948 537
259 438 495
622 748 899
593 539 167
289 547 627
105 42 371
291 354 235
709 935 616
737 190 535
930 299 940
517 923 701
368 13 368
813 801 403
107 588 501
178 165 85
701 494 326
795 350 647
171 627 420
80 852 944
361 678 424
378 231 111
375 687 284
510 366 46
822 213 210
245 222 86
80 130 111
57 253 688
582 236 167
955 57 247
364 509 2
160 342 695
192 299 335
633 968 910
868 514 661
966 20 889
900 62 48
359 58 438
338 18 181
797 8 659
481 7 285
289 750 129
23 945 216
602 720 627
680 666 20
970 811 261
905 173 890
619 59 612
186 693 701
483 529 811
459 244 996
683 281 813
928 448 841
16 447 739
946 160 961
200 461 541
919 309 892
938 809 476
320 239 700
567 897 866
256 420 640
825 19 397
718 99 471
970 980 20
170 59 559
146 712 547
456 365 103
609 561 976
580 248 220
836 319 868
363 312 796
301 767 924
484 19 224
254 653 714
585 34 878
218 315 607
968 550 53
869 862 333
496 437 17
734 358 721
263 849 103
964 489 351
572 217 803
852 293 325
349 593 651
108 940 582
806 816 291
875 485 666
736 687 987
726 849 843
981 254 105
609 502 814
849 57 728
612 466 123
669 726 948
782 968 440
453 955 793
453 522 670
820 398 462
821 180 530
22 881 678
568 62 506
211 798 331
429 747 684
514 254 994
358 560 242
742 616 163
473 281 206
316 504 789
317 429 316
353 348 445
450 359 529
243 967 809
502 924 414
343 418 832
909 200 234
278 199 317
275 399 837
487 140 875
565 790 580
545 483 826
439 473 650
55 797 653
23 748 974
423 787 880
511 692 354
550 121 252
953 581 688
628 964 772
3 647 103
82 733 846
898 203 645
640 327 318
395 572 858
312 94 657
746 471 982
63 667 329
36 907 734
644 96 352
332 545 950
598 230 108
110 607 998
340 930 248
740 829 139
135 13 413
291 432 956
899 568 259
797 491 161
58 456 148
820 744 467
505 439 58
535 649 713
210 5 199
862 651 895
767 407 479
159 464 328
822 485 429
783 269 234
806 788 502
880 827 341
118 776 942
883 942 687
601 757 910
771 617 791
105 309 452
114 87 832
45 113 146
403 878 373
277 371 705
755 168 65
850 216 152
56 16 890
853 608 924
162 316 96
724 891 936
856 705 804
656 96 780
19 203 832
786 772 888
116 10 505
463 737 719
774 9 168
158 372 346
938 516 707
878 235 199
512 872 724
981 748 851
924 586 290
411 655 411
611 101 390
717 689 462
838 67 465
764 632 691
146 961 973
106 948 970
821 533 648
357 637 153
252 201 963
680 260 678
537 900 951
897 309 356
935 530 388
141 244 319
860 219 71
786 652 569
560 556 158
383 66 914
134 714 321
15 723 873
830 337 931
130 784 831
149 375 671
758 346 24
723 29 846
316 936 352
746 260 601
256 903 408
233 609 924
726 223 669
953 388 800
628 143 97
485 497 905
55 879 521
915 375 152
406 716 624
653 392 708
124 113 313
559 431 896
757 282 188
79 518 86
409 647 382
517 261 136
747 595 344
185 292 857
935 118 362
590 387 828
174 446 455
101 711 549
700 587 638
562 881 563
693 437 264
172 144 763
395 306 233
450 582 828
153 906 493
435 504 626
596 592 82
690 755 298
84 245 269
841 123 492
624 7 608
886 927 791
857 866 410
15 398 955
546 864 847
364 342 359
884 319 475
214 217 573
458 465 992
800 277 30
846 32 198
980 711 257
419 78 548
218 851 57
784 549 792
771 442 163
16 7 322
775 666 230
778 186 958
430 38 146
480 155 569
683 423 934
264 63 572
345 521 428
79 609 361
205 610 987
712 860 550
850 96 349
712 223 384
755 553 966
845 970 338
466 422 451
486 333 125
55 473 486
34 384 119
441 160 747
330 384 539
919 632 745
812 512 911
925 266 649
639 611 919
49 972 879
263 398 853
687 928 935
21 399 496
827 477 146
581 417 109
377 211 772
846 134 580
663 429 769
354 688 766
507 815 224
169 761 701
206 855 271
495 376 434
887 479 699
230 861 676
348 760 611
8 693 593
563 775 95
621 542 945
933 159 112
921 427 819
180 336 298
132 535 338
769 924 146
266 667 637
262 308 4
44 380 703
757 82 954
382 423 392
497 558 734
464 698 889
123 674 836
490 364 219
574 235 646
15 626 738
540 833 538
632 475 173
705 80 84
954 205 380
817 92 920
961 616 490
164 734 630
295 846 416
833 647 844
129 287 393
282 875 6
678 906 151
520 749 766
842 577 806
604 248 148
580 553 393
884 144 809
905 480 963
71 156 712
480 134 800
763 947 780
854 814 881
515 402 587
647 960 321
497 895 664
532 975 794
49 871 374
58 816 590
97 293 863
518 454 108
226 291 916
777 218 750
254 964 789
945 706 868
817 323 964
652 127 904
275 77 202
354 755 110
41 57 736
559 64 609
210 971 808
253 939 741
407 569 910
326 520 207
398 226 373
223 142 802
760 712 161
49 971 964
179 350 975
407 220 458
543 771 733
423 207 974
741 895 455
281 912 835
451 166 855
960 682 334
458 780 548
421 694 45
203 505 68
366 634 613
416 382 475
240 206 969
501 809 286
922 86 896
77 857 14
188 52 501
405 570 579
575 819 279
741 62 380
586 670 512
348 638 725
900 350 453
549 273 230
906 247 137
265 939 462
294 183 956
86 716 283
512 813 472
471 409 615
265 540 581
199 705 354
146 911 970
123 323 768
149 373 305
241 897 631
943 948 850
326 35 95
699 264 558
178 46 850
695 78 864
543 950 307
566 896 161
626 881 931
305 609 560
101 963 275
628 48 338
18 700 39
873 189 912
391 487 553
642 435 547
793 277 952
481 306 207
825 891 523
85 716 139
697 394 278
111 916 977
621 524 54
390 404 395
656 334 146
639 570 294
445 175 951
689 190 503
237 675 963
459 92 345
801 281 406
854 196 567
197 762 532
961 956 786
795 496 867
421 31 304
853 828 180
390 681 888
472 960 743
466 723 746
135 267 439
260 879 138
881 952 910
416 654 413
239 92 794
956 372 167
72 143 246
127 338 729
466 65 404
964 106 576
839 765 746
326 488 658
776 736 222
613 23 452
917 614 745
714 907 947
362 916 917
960 898 356
339 135 221
12 124 361
577 316 347
749 912 775
135 111 486
227 462 173
398 316 434
338 655 531
453 414 633
713 287 413
474 903 937
105 194 213
177 90 632
46 518 627
550 734 979
396 355 665
360 896 465
967 145 803
617 922 83
962 103 286
446 116 776
902 277 196
67 55 619
157 500 213
413 775 243
772 745 951
571 131 752
420 730 381
751 114 987
592 598 673
175 613 832
162 182 634
626 965 136
608 274 178
873 89 825
844 636 481
753 487 984
359 654 867
942 818 509
465 195 126
651 627 35
768 357 277
48 955 229
57 609 869
810 303 721
634 313 209
64 192 979
619 356 145
787 219 888
261 182 315
882 601 209
464 755 503
704 87 650
31 449 760
867 36 356
641 900 245
980 122 498
297 780 839
630 296 838
206 389 376
53 951 21
545 191 802
252 402 341
440 749 104
397 67 466
334 536 727
477 53 141
387 727 174
671 21 157
469 806 441
695 975 831
161 526 501
823 45 553
956 52 870
947 324 626
32 146 765
463 480 672
288 238 384
436 63 622
859 387 80
155 751 265
145 215 771
250 199 127
596 360 495
768 974 900
871 865 592
304 671 353
877 491 301
866 369 939
783 540 366
624 810 176
803 193 900
103 29 445
528 121 958
977 344 816
831 631 484
793 756 535
272 518 201
570 221 554
879 694 359
698 125 187
294 781 748
448 445 907
260 134 405
968 5 870
826 486 726
522 579 62
391 860 504
146 514 120
484 593 579
825 61 817
882 901 128
887 711 408
701 950 981
921 913 208
248 249 151
943 773 642
885 206 145
439 920 197
823 103 679
403 876 336
399 354 443
876 855 328
416 834 953
320 622 583
958 934 440
681 596 765
662 753 563
302 187 289
424 727 743
418 844 270
130 870 51
936 296 14
912 415 298
492 849 351
346 65 313
788 138 168
562 448 718
324 563 142
856 424 465
645 838 340
975 895 354
465 29 711
284 444 321
160 704 180
192 922 105
818 603 555
261 393 905
647 712 255
422 849 366
709 209 134
358 957 541
648 376 885
36 393 651
680 420 786
702 726 812
338 401 247
587 154 645
358 479 506
24 160 973
20 451 986
513 410 35
292 398 563
708 388 375
873 798 295
909 445 952
938 505 706
444 94 103
313 252 524
308 46 905
239 443 88
12 880 629
38 100 223
902 391 914
925 485 442
748 503 983
167 761 961
138 334 966
86 803 532
896 902 510
907 651 818
776 865 688
356 374 379
867 415 985
578 180 597
413 820 759
209 228 954
403 221 891
327 141 214
766 944 878
293 35 820
637 784 19
247 913 617
603 340 363
407 310 868
395 889 203
107 489 451
843 370 369
877 352 732
868 178 614
608 901 542
186 885 815
677 546 352
954 2 97
137 972 57
856 703 896
186 621 383
638 608 146
479 175 770
74 913 912
605 518 8
200 926 644
272 549 403
355 101 643
665 898 343
212 277 172
448 710 718
807 299 267
602 167 324
667 270 154
555 705 125
668 129 461
33 769 369
712 310 842
875 502 48
397 233 221
345 793 700
516 366 493
723 721 543
98 247 95
361 10 678
648 748 87
763 373 993
750 877 991
777 359 699
419 93 957
238 378 805
520 781 608
349 607 256
659 336 662
152 120 451
896 10 598
414 964 950
41 22 684
496 932 384
970 481 997
376 320 937
727 731 645
367 928 835
959 750 256
375 429 494
923 170 794
345 229 709
154 703 741
122 221 174
517 57 838
947 710 664
974 553 27
343 110 6
258 477 791
698 612 18
749 457 818
364 12 209
939 57 72
584 202 453
268 713 631
179 918 807
955 475 590
353 676 444
503 217 282
978 4 275
903 487 799
203 144 732
883 46 830
565 75 881
463 676 580
451 732 606
803 722 400
656 410 409
286 382 982
454 54 114
482 506 831
8 176 750
916 595 864
254 392 157
864 197 41
447 571 607
158 205 482
824 531 339
872 593 408
498 150 577
851 318 47
336 162 849
856 583 441
830 623 327
516 5 194
53 647 854
850 241 153
197 477 593
38 62 644
593 531 363
852 697 693
326 344 577
586 481 275
294 109 869
642 278 221
292 534 983
65 699 343
932 611 680
141 8 835
339 533 857
516 757 161
730 916 30
579 542 76
141 389 928
691 594 501
44 867 691
698 67 927
632 413 569
337 365 742
418 192 221
755 245 858
51 578 954
801 814 43
249 173 998
310 700 869
887 452 342
479 148 533
532 5 127
606 908 811
215 970 235
377 461 886
437 485 225
146 670 720
661 845 802
212 455 410
929 862 127
938 415 598
859 423 14
550 894 821
486 571 962
171 917 276
861 641 821
139 476 345
885 195 349
817 654 215
191 580 646
652 271 799
223 980 356
705 355 348
672 630 113
3 775 608
642 451 438
710 847 651
92 121 975
279 117 644
192 908 492
50 875 297
706 797 203
340 831 266
108 285 190
501 946 460
309 428 632
151 925 390
516 133 423
470 554 643
761 568 307
306 436 35
264 938 321
883 617 316
656 966 986
185 246 791
600 532 236
868 189 802
369 843 983
498 264 652
270 297 276
186 696 486
291 359 323
673 791 310
139 975 78
407 858 63
381 107 20
94 948 928
122 300 693
94 440 578
847 215 883
155 21 204
480 836 469
651 245 337
164 507 127
974 980 413
116 656 165
494 385 400
773 336 799
408 474 319
284 398 74
559 603 141
489 735 305
506 492 617
182 917 130
384 613 56
229 175 700
851 196 29
468 605 237
568 909 947
228 762 717
960 531 741
772 763 285
359 267 447
821 346 253
155 244 548
728 930 17
424 959 681
758 856 914
831 7 814
535 614 700
202 216 864
706 543 587
146 501 733
250 846 908
839 439 432
412 366 881
40 817 821
90 392 773
710 548 373
111 492 646
914 734 858
772 90 509
50 562 832
881 150 182
220 826 369
113 7 667
443 894 378
439 320 336
972 805 729
421 944 608
217 722 530
935 365 415
190 15 162
199 937 351
348 976 245
403 559 790
760 779 24
882 263 314
24 746 204
544 716 191
401 94 121
206 778 750
491 565 88
392 613 405
568 104 286
909 861 588
469 915 971
616 705 804
809 819 29
766 322 725
672 733 613
532 463 988
79 627 177
305 450 106
268 803 386
456 810 682
761 584 588
663 824 165
295 961 425
630 719 787
179 898 40
474 863 919
338 888 184
405 679 683
935 158 293
893 850 351
158 50 421
655 976 325
516 647 777
45 106 514
752 822 841
237 766 571
687 137 386
609 863 957
298 719 189
220 435 198
375 622 4
569 390 918
123 114 302
145 151 620
833 666 947
300 68 538
918 193 433
863 382 184
473 660 22
417 22 729
769 27 805
893 802 508
470 720 227
104 873 252
130 356 583
448 353 794
274 111 204
454 741 148
404 479 795
653 784 733
266 440 491
534 640 979
969 341 954
770 744 755
707 783 687
814 420 869
141 692 125
841 273 274
787 734 820
172 685 832
291 184 93
473 236 621
482 357 335
43 711 443
44 348 152
200 563 472
837 50 684
42 311 68
705 137 531
107 207 489
516 957 693
134 185 950
479 901 292
482 413 21
720 379 759
477 192 245
63 270 287
175 970 398
344 260 436
787 579 783
384 435 73
685 221 128
967 171 666
899 140 581
85 730 422
900 93 960
288 19 581
592 231 467
838 846 371
359 523 264
411 787 186
260 240 241
136 120 801
661 957 580
319 492 592
674 400 966
471 711 830
745 129 484
617 91 406
840 568 482
707 795 597
149 182 675
945 953 786
797 454 357
723 529 790
89 732 89
302 711 474
777 944 153
865 460 809
221 326 934
351 348 679
979 131 443
252 669 175
433 947 291
30 303 455
144 157 996
74 849 625
946 570 507
916 767 446
935 282 438
978 354 951
23 857 677
848 136 962
258 247 156
279 19 669
574 690 908
674 71 930
95 131 161
548 25 882
804 392 609
286 199 971
74 272 328
172 541 956
923 772 167
884 667 289
705 326 482
342 833 207
326 99 286
67 332 641
274 700 507
218 235 161
616 242 445
42 553 998
185 874 667
979 812 871
628 494 439
160 164 517
232 897 245
282 305 997
77 756 11
379 560 498
263 166 254
421 231 618
352 6 208
97 94 768
493 219 641
302 405 497
76 834 198
768 175 500
266 513 886
951 535 577
933 514 265
482 46 348
641 365 575
543 325 368
52 48 709
746 744 592
232 702 329
126 53 765
708 522 705
364 920 705
61 183 773
140 536 223
284 257 628
225 26 379
475 125 717
882 768 236
322 638 306
447 189 147
589 910 974
418 962 423
776 534 591
871 575 583
144 400 819
62 541 763
708 521 180
109 783 772
445 708 81
324 31 427
803 512 271
591 459 905
550 868 294
906 959 703
235 533 142
87 429 12
170 816 71
128 486 692
820 423 979
372 649 940
368 185 69
150 111 760
561 357 270
440 183 951
820 295 826
730 754 632
595 261 737
685 545 772
936 385 229
606 459 66
583 821 981
459 761 314
813 931 455
532 662 183
655 150 235
349 190 343
471 47 162
702 178 859
491 860 630
824 751 89
70 323 733
114 127 874
659 353 856
227 922 457
812 240 953
351 669 577
273 522 530
529 260 207
262 782 492
894 715 48
416 153 243
530 818 594
682 416 389
518 960 807
772 836 281
437 237 743
676 291 953
257 835 954
441 405 670
702 603 280
301 972 181
127 736 485
814 711 140
645 630 950
816 120 420
775 703 690
57 975 224
359 521 241
63 935 886
535 760 120
833 113 392
802 544 978
395 611 334
727 40 572
443 880 360
308 890 520
797 407 948
734 906 744
111 169 253
505 643 690
90 755 783
746 226 314
569 664 308
889 511 538
234 849 946
720 293 670
898 569 102
618 830 818
684 817 576
751 393 936
718 723 920
397 187 333
722 506 114
69 587 228
167 160 330
206 400 842
726 627 719
879 853 828
560 833 69
525 716 606
699 918 54
673 328 70
394 347 631
750 455 330
326 609 486
590 852 808
419 650 643
190 805 113
97 888 71
255 657 904
799 273 382
263 456 396
631 541 401
608 238 777
847 423 731
549 926 542
305 336 163
16 18 360
518 114 147
37 676 555
963 443 906
600 926 775
756 419 782
512 561 828
734 32 226
229 519 165
215 375 255
128 810 262
823 919 410
298 150 87
297 880 889
4 552 9
685 102 433
828 438 860
945 615 826
358 708 677
701 105 753
332 685 796
232 379 123
732 654 810
315 797 453
752 966 611
135 236 882
308 373 295
976 124 396
403 922 381
451 568 157
261 558 617
113 658 893
862 1922
842 100 891
556 144 746
522 106 486
143 783 546
52 307 885
170 563 542
312 395 693
26 143 286
104 566 577
445 605 482
372 416 738
786 839 606
624 82 546
605 323 827
284 685 350
286 54 967
714 130 812
247 789 768
815 375 34
222 509 589
661 493 628
316 428 184
79 313 792
31 856 19
94 599 577
741 68 526
745 231 180
1 285 25
285 790 971
476 56 466
270 344 735
408 782 688
215 615 930
650 101 506
847 353 713
6 400 776
510 119 138
27 408 378
278 652 740
525 681 72
507 35 562
150 369 794
34 702 366
673 356 297
211 19 896
358 519 561
412 423 465
518 557 138
682 496 188
242 165 39
68 50 624
667 310 403
785 379 548
3 7 116
449 738 920
644 215 668
326 42 949
853 608 375
229 621 412
712 415 719
810 464 125
228 263 729
536 39 324
386 335 586
240 339 340
378 622 381
762 198 768
268 618 259
13 167 318
482 726 925
820 208 85
626 488 204
20 218 53
540 613 165
190 658 781
834 330 594
287 667 18
27 485 901
239 548 709
667 380 967
210 84 515
195 464 70
352 225 792
552 335 616
123 705 163
737 142 118
398 400 632
362 166 737
185 727 910
707 784 84
479 375 440
27 87 491
746 469 354
787 753 106
848 475 49
293 365 595
670 745 411
730 649 662
445 185 806
808 487 66
161 3 876
253 230 490
156 578 509
77 400 539
697 714 32
426 269 639
597 125 568
692 458 102
549 93 28
811 78 26
138 655 39
157 603 190
296 706 67
193 318 276
262 818 584
416 789 535
137 214 782
439 780 615
578 722 644
183 794 352
621 533 836
491 712 52
406 600 835
742 623 349
7 117 644
469 88 31
385 586 452
629 566 665
470 417 682
395 837 195
175 104 522
745 323 767
226 804 178
692 728 76
634 817 458
849 375 818
139 254 146
516 774 331
609 563 441
417 758 815
657 838 452
568 424 26
463 785 977
448 410 15
371 481 92
234 128 687
309 180 634
266 563 159
765 586 312
585 315 23
85 101 514
665 594 261
148 757 19
352 650 880
814 381 193
144 399 850
158 75 739
145 238 314
828 596 683
28 457 367
783 249 651
459 141 596
617 262 760
518 837 317
451 130 106
236 644 44
401 57 339
503 831 13
557 329 575
23 729 995
251 184 590
697 582 481
516 178 579
744 850 277
732 17 7
725 449 938
52 520 879
332 390 825
197 358 858
767 203 987
222 394 732
617 657 824
411 361 540
53 552 528
398 604 962
47 826 5
676 671 349
654 48 396
70 708 54
591 500 50
48 212 277
459 605 767
832 358 830
424 735 239
693 837 768
816 631 533
625 166 974
154 325 551
372 583 478
489 76 512
456 730 522
721 280 876
838 470 678
287 31 91
199 249 995
622 35 665
728 538 161
400 238 753
567 125 838
27 377 403
415 394 788
793 296 780
368 642 397
328 326 670
840 848 637
511 292 775
303 379 955
189 498 673
596 824 170
594 376 225
848 275 740
198 492 916
256 824 759
423 478 671
574 694 502
801 663 627
105 25 703
639 606 174
493 573 680
446 200 101
862 132 710
281 204 98
793 635 542
724 372 833
199 553 694
33 741 958
683 665 743
493 661 805
711 542 705
431 547 427
291 473 607
34 700 815
219 69 48
66 788 304
35 647 533
425 367 364
723 10 950
513 77 458
65 645 814
712 149 481
40 681 672
660 682 207
501 637 576
146 765 732
87 94 849
488 173 558
535 204 581
255 163 230
788 58 252
173 206 627
831 637 421
211 90 939
704 198 727
412 475 856
125 201 997
780 495 860
344 598 393
830 362 132
732 481 938
482 575 612
255 162 765
760 545 510
754 646 104
330 271 533
157 587 177
443 519 589
699 104 394
181 132 927
329 817 163
147 429 396
99 477 661
86 214 974
787 189 740
348 262 713
792 590 936
199 531 94
89 711 229
19 509 15
108 522 663
634 401 47
441 115 1000
532 187 516
9 568 999
640 791 123
494 138 548
565 285 429
173 472 11
733 4 142
50 585 737
351 804 440
473 237 315
807 859 720
199 367 664
143 349 631
382 581 613
603 347 265
430 371 831
10 9 910
709 480 547
676 244 915
246 277 740
365 36 108
452 425 504
842 658 283
816 478 278
175 317 330
92 191 6
276 670 818
296 271 730
596 300 887
648 413 253
139 407 187
672 709 108
760 525 965
31 789 313
371 672 966
275 859 516
550 189 274
59 659 836
157 119 640
794 832 261
787 725 644
802 180 266
195 669 128
57 404 276
806 701 799
478 681 189
692 684 56
817 747 857
200 136 407
15 789 815
530 764 316
203 26 736
675 684 357
826 265 816
32 858 349
722 103 585
313 452 78
719 577 252
819 657 866
507 490 633
858 346 987
434 355 438
51 705 455
811 646 985
365 308 96
155 90 623
278 185 445
452 116 582
304 289 546
506 19 965
725 279 976
137 595 104
580 361 960
161 312 623
355 158 26
173 348 124
453 475 392
845 349 539
671 162 446
123 272 867
192 706 96
202 93 618
515 457 593
60 513 440
480 533 226
818 117 354
576 132 303
518 740 914
767 263 151
637 147 907
726 421 944
349 342 615
646 434 561
107 372 193
642 115 487
160 364 344
107 270 313
377 113 8
311 409 359
132 71 913
383 562 495
325 754 600
222 617 380
620 176 502
7 620 475
306 795 518
760 800 580
479 168 729
364 109 620
652 392 832
817 536 767
847 279 306
530 703 557
637 643 824
44 666 883
273 105 307
239 768 867
229 612 45
744 711 59
853 77 210
318 323 889
329 811 311
167 736 968
728 164 345
753 343 149
210 459 538
788 145 624
54 668 590
855 738 124
568 674 641
334 92 526
196 857 790
68 562 781
287 422 982
801 800 323
422 295 806
373 641 69
536 122 179
797 46 393
617 470 259
342 324 663
182 395 384
758 115 676
693 67 232
73 579 597
413 397 831
651 757 359
71 810 414
711 280 228
209 711 62
446 55 686
699 530 199
562 21 328
161 482 593
840 587 957
312 12 807
107 98 837
822 322 663
738 735 697
91 507 767
122 72 552
187 382 389
823 482 342
164 6 396
319 454 203
859 848 879
335 328 722
578 78 604
406 247 380
599 692 740
792 34 949
432 521 594
377 350 870
193 397 958
305 404 768
178 493 462
219 729 613
683 235 592
64 190 179
127 315 121
779 574 260
671 696 725
108 86 12
5 596 87
543 475 791
821 141 856
586 32 343
143 848 387
838 509 675
201 224 942
406 154 805
496 774 892
67 381 900
203 310 556
102 710 56
162 609 799
500 161 767
371 844 954
601 382 743
346 199 588
594 226 538
303 305 924
215 533 407
131 585 206
812 728 111
844 744 368
291 308 618
855 222 905
121 247 705
190 330 683
772 289 414
181 89 498
147 776 878
215 420 757
638 38 198
761 713 101
628 385 671
656 259 813
112 852 686
194 80 402
495 35 504
231 708 577
730 224 731
768 441 894
808 320 546
800 745 242
586 841 845
339 72 841
192 601 868
736 256 626
302 719 15
695 106 572
819 283 619
16 276 910
41 569 90
718 162 509
463 165 390
